date,target_tonnage,actual_production_tonnes,shortfall_gap_tonnes,is_shortfall,rainfall_mm,soil_moisture,ambient_temp_c,ndvi,ndwi,land_surface_temp_c,excavator_ex01_avail,excavator_ex02_avail,excavator_avg_avail,active_haul_trucks,truck_avail_pct,crusher_avail_pct,blast_delay_days,haul_efficiency,shift_efficiency
2024-10-16,1783.3,1152.3,-631.0,1,0.0,0.12,21.2,0.263,-0.046,24.1,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.92
2024-10-17,1783.3,1211.0,-572.3,1,0.0,0.12,28.8,0.206,-0.032,31.7,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.89
2024-10-18,1783.3,1767.5,-15.8,0,0.0,0.12,25.8,0.246,-0.06,28.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.99
2024-10-19,1783.3,1171.9,-611.4,1,0.0,0.12,20.3,0.253,-0.077,23.2,0.92,0.44,0.68,6,1.0,0.94,0,0.97,0.85
2024-10-20,1783.3,1339.9,-443.4,1,0.0,0.12,26.5,0.251,-0.031,29.4,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.97
2024-10-21,1783.3,1445.9,-337.4,1,0.0,0.12,21.2,0.266,-0.068,24.1,0.92,0.55,0.74,6,1.0,0.94,0,0.97,0.93
2024-10-22,1783.3,1587.5,-195.8,1,0.0,0.12,28.8,0.251,-0.071,31.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2024-10-23,1783.3,1543.5,-239.8,1,0.0,0.12,20.4,0.241,-0.048,23.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2024-10-24,1783.3,1181.3,-602.0,1,0.0,0.12,24.1,0.253,-0.062,27.0,0.92,0.34,0.63,6,1.0,0.94,0,0.97,0.96
2024-10-25,1783.3,998.5,-784.8,1,0.0,0.12,22.7,0.256,-0.035,25.6,0.92,0.9,0.91,6,1.0,0.65,1,0.97,0.94
2024-10-26,1783.3,1764.2,-19.1,0,7.5,0.158,25.7,0.284,-0.047,28.4,0.92,0.9,0.91,6,1.0,0.94,0,0.96,1.0
2024-10-27,1783.3,1002.6,-780.7,1,0.0,0.12,27.0,0.26,-0.055,29.9,0.92,0.9,0.91,6,1.0,0.52,0,0.97,0.89
2024-10-28,1783.3,1612.0,-171.3,1,0.0,0.12,18.9,0.234,-0.083,21.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-10-29,1783.3,1376.4,-406.9,1,0.0,0.12,24.3,0.227,-0.055,27.2,0.6,0.9,0.75,5,0.83,0.94,0,0.97,0.95
2024-10-30,1783.3,1588.0,-195.3,1,0.0,0.12,21.0,0.229,-0.056,23.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-10-31,1783.3,1387.0,-396.3,1,0.0,0.12,25.7,0.287,-0.051,28.6,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.99
2024-11-01,1783.3,1596.0,-187.3,1,0.0,0.12,19.8,0.262,-0.073,22.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2024-11-02,1783.3,1448.3,-335.0,1,0.0,0.12,22.4,0.239,-0.077,25.3,0.65,0.9,0.78,6,1.0,0.94,0,0.97,0.97
2024-11-03,1783.3,1716.8,-66.5,0,0.0,0.12,16.7,0.274,-0.076,20.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2024-11-04,1783.3,1468.3,-315.0,1,0.0,0.12,26.9,0.213,-0.068,29.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2024-11-05,1783.3,1562.4,-220.9,1,0.0,0.12,25.9,0.239,-0.05,28.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2024-11-06,1783.3,1527.5,-255.8,1,0.0,0.12,22.6,0.226,-0.051,25.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2024-11-07,1783.3,1544.9,-238.4,1,0.0,0.12,19.0,0.232,-0.047,21.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2024-11-08,1783.3,1693.3,-90.0,0,0.0,0.12,22.9,0.278,-0.024,25.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2024-11-09,1783.3,1717.1,-66.2,0,0.0,0.12,26.9,0.278,-0.048,29.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2024-11-10,1783.3,1131.0,-652.3,1,0.0,0.12,21.2,0.244,-0.08,24.1,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.92
2024-11-11,1783.3,1686.6,-96.7,0,1.7,0.129,17.1,0.286,-0.026,20.0,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.94
2024-11-12,1783.3,1764.7,-18.6,0,0.0,0.12,20.6,0.254,-0.087,23.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,1.0
2024-11-13,1783.3,1395.2,-388.1,1,0.0,0.12,18.7,0.205,-0.033,21.6,0.92,0.49,0.71,6,1.0,0.94,0,0.97,0.92
2024-11-14,1783.3,1417.3,-366.0,1,3.8,0.139,24.8,0.287,-0.059,27.6,0.92,0.9,0.91,6,1.0,0.94,1,0.96,1.0
2024-11-15,1783.3,1187.4,-595.9,1,0.3,0.122,22.1,0.229,-0.056,25.0,0.92,0.9,0.91,5,0.83,0.58,0,0.97,0.96
2024-11-16,1783.3,1635.9,-147.4,0,0.0,0.12,25.0,0.27,-0.059,27.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-11-17,1783.3,1173.2,-610.1,1,0.0,0.12,27.0,0.214,-0.03,29.9,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.87
2024-11-18,1783.3,1636.4,-146.9,0,0.0,0.12,27.0,0.237,-0.035,29.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2024-11-19,1783.3,1400.8,-382.5,1,2.0,0.13,26.5,0.229,-0.052,29.3,0.59,0.9,0.74,5,0.83,0.94,0,0.96,0.97
2024-11-20,1783.3,1655.9,-127.4,0,0.2,0.121,21.7,0.24,-0.053,24.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2024-11-21,1783.3,1499.5,-283.8,1,0.0,0.12,21.5,0.208,-0.079,24.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2024-11-22,1783.3,1306.7,-476.6,1,0.0,0.12,20.5,0.26,-0.039,23.4,0.92,0.38,0.65,5,0.83,0.94,0,0.97,0.95
2024-11-23,1783.3,1377.9,-405.4,1,3.5,0.137,27.7,0.231,-0.022,30.6,0.92,0.9,0.91,5,0.83,0.71,0,0.96,0.93
2024-11-24,1783.3,1621.3,-162.0,1,0.0,0.12,24.1,0.233,-0.05,27.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.88
2024-11-25,1783.3,1619.4,-163.9,1,1.2,0.126,23.5,0.256,-0.066,26.3,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.93
2024-11-26,1783.3,1370.4,-412.9,1,0.0,0.12,20.9,0.274,-0.058,23.8,0.92,0.9,0.91,5,0.83,0.71,0,0.97,0.94
2024-11-27,1783.3,1665.7,-117.6,0,0.0,0.12,22.5,0.249,-0.065,25.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.95
2024-11-28,1783.3,1298.6,-484.7,1,0.0,0.12,26.8,0.231,-0.018,29.7,0.92,0.32,0.62,5,0.83,0.94,0,0.97,0.93
2024-11-29,1783.3,1582.0,-201.3,1,0.0,0.12,21.7,0.261,-0.02,24.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2024-11-30,1783.3,1340.3,-443.0,1,6.4,0.152,25.8,0.234,-0.029,28.6,0.61,0.9,0.76,6,1.0,0.94,0,0.96,0.91
2024-12-01,1783.3,1596.1,-187.2,1,0.0,0.12,27.9,0.253,-0.026,30.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2024-12-02,1783.3,1190.9,-592.4,1,0.0,0.12,25.5,0.275,-0.084,28.4,0.92,0.9,0.91,6,1.0,0.62,0,0.97,0.93
2024-12-03,1783.3,1560.1,-223.2,1,0.0,0.12,27.8,0.267,-0.079,30.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2024-12-04,1783.3,1401.3,-382.0,1,0.0,0.12,25.7,0.259,-0.043,28.6,0.92,0.56,0.74,5,0.83,0.94,0,0.97,0.96
2024-12-05,1783.3,1637.0,-146.3,0,0.0,0.12,25.2,0.246,-0.083,28.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2024-12-06,1783.3,1677.4,-105.9,0,0.0,0.12,22.4,0.221,-0.06,25.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2024-12-07,1783.3,1337.0,-446.3,1,0.0,0.12,22.4,0.278,-0.06,25.3,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.87
2024-12-08,1783.3,1559.5,-223.8,1,0.0,0.12,17.9,0.264,-0.004,20.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-12-09,1783.3,1732.7,-50.6,0,0.0,0.12,23.8,0.254,-0.042,26.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.97
2024-12-10,1783.3,1500.7,-282.6,1,0.0,0.12,22.0,0.244,-0.073,24.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2024-12-11,1783.3,1602.3,-181.0,1,0.0,0.12,25.5,0.246,-0.019,28.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2024-12-12,1783.3,1646.4,-136.9,0,2.3,0.131,20.1,0.296,-0.086,23.0,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.9
2024-12-13,1783.3,1569.8,-213.5,1,0.0,0.12,25.5,0.305,-0.063,28.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-12-14,1783.3,1680.0,-103.3,0,0.0,0.12,21.6,0.25,-0.081,24.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.87
2024-12-15,1783.3,1357.6,-425.7,1,0.0,0.12,22.0,0.281,-0.03,24.9,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.95
2024-12-16,1783.3,1480.9,-302.4,1,0.0,0.12,32.8,0.217,-0.019,35.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-12-17,1783.3,1766.2,-17.1,0,0.0,0.12,23.3,0.262,-0.036,26.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.95
2024-12-18,1783.3,1503.2,-280.1,1,0.0,0.12,24.9,0.25,-0.017,27.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2024-12-19,1783.3,1690.7,-92.6,0,0.0,0.12,29.8,0.248,-0.029,32.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,1.0
2024-12-20,1783.3,1540.8,-242.5,1,0.0,0.12,22.0,0.24,-0.04,24.9,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.86
2024-12-21,1783.3,1716.7,-66.6,0,0.0,0.12,27.6,0.226,-0.068,30.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2024-12-22,1783.3,1278.9,-504.4,1,0.0,0.12,32.4,0.261,-0.045,35.3,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.94
2024-12-23,1783.3,1181.4,-601.9,1,0.0,0.12,15.7,0.261,-0.051,20.0,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.87
2024-12-24,1783.3,1799.2,15.9,0,0.0,0.12,21.4,0.242,-0.04,24.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.98
2024-12-25,1783.3,1789.0,5.7,0,0.0,0.12,26.3,0.241,-0.03,29.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2024-12-26,1783.3,1329.4,-453.9,1,0.0,0.12,25.5,0.245,-0.099,28.4,0.92,0.9,0.91,6,1.0,0.72,0,0.97,0.88
2024-12-27,1783.3,1335.7,-447.6,1,0.0,0.12,24.9,0.23,-0.033,27.8,0.65,0.9,0.78,4,0.67,0.94,0,0.97,0.93
2024-12-28,1783.3,1031.2,-752.1,1,3.8,0.139,22.3,0.283,-0.04,25.1,0.92,0.38,0.65,5,0.83,0.94,0,0.96,0.84
2024-12-29,1783.3,1424.7,-358.6,1,0.0,0.12,33.8,0.314,-0.057,36.7,0.92,0.9,0.91,6,1.0,0.73,0,0.97,0.87
2024-12-30,1783.3,1518.8,-264.5,1,0.0,0.12,25.9,0.244,-0.061,28.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2024-12-31,1783.3,1672.3,-111.0,0,0.0,0.12,24.2,0.212,-0.077,27.1,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2025-01-01,1783.3,1111.8,-671.5,1,0.0,0.12,24.1,0.258,-0.065,27.0,0.92,0.54,0.73,6,1.0,0.94,1,0.97,1.0
2025-01-02,1783.3,1254.3,-529.0,1,0.0,0.12,23.0,0.261,-0.053,25.9,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.9
2025-01-03,1783.3,1724.2,-59.1,0,0.0,0.12,20.8,0.271,-0.068,23.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2025-01-04,1783.3,1769.8,-13.5,0,0.0,0.12,26.7,0.246,-0.089,29.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.98
2025-01-05,1783.3,1292.3,-491.0,1,0.1,0.121,26.1,0.261,-0.076,29.0,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.92
2025-01-06,1783.3,1283.5,-499.8,1,0.0,0.12,28.7,0.293,-0.076,31.6,0.45,0.9,0.68,4,0.67,0.94,0,0.97,0.96
2025-01-07,1783.3,1725.8,-57.5,0,0.0,0.12,24.8,0.229,-0.013,27.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.95
2025-01-08,1783.3,1671.0,-112.3,0,0.0,0.12,22.2,0.226,-0.055,25.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2025-01-09,1783.3,1656.7,-126.6,0,0.0,0.12,28.9,0.265,-0.063,31.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2025-01-10,1783.3,1681.3,-102.0,0,0.0,0.12,18.1,0.253,-0.048,21.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2025-01-11,1783.3,1600.2,-183.1,1,0.0,0.12,18.9,0.268,-0.064,21.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.9
2025-01-12,1783.3,1659.7,-123.6,0,0.0,0.12,24.3,0.256,-0.072,27.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2025-01-13,1783.3,1805.8,22.5,0,0.0,0.12,27.6,0.269,-0.055,30.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.99
2025-01-14,1783.3,1582.9,-200.4,1,0.0,0.12,27.2,0.235,-0.039,30.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2025-01-15,1783.3,1595.4,-187.9,1,0.0,0.12,27.7,0.277,-0.089,30.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2025-01-16,1783.3,1251.5,-531.8,1,0.0,0.12,22.0,0.303,-0.047,24.9,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.91
2025-01-17,1783.3,1496.2,-287.1,1,0.0,0.12,25.7,0.284,-0.06,28.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.84
2025-01-18,1783.3,1764.1,-19.2,0,0.0,0.12,27.3,0.237,-0.06,30.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,1.0
2025-01-19,1783.3,1511.1,-272.2,1,0.0,0.12,26.4,0.277,-0.064,29.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.85
2025-01-20,1783.3,1590.4,-192.9,1,2.8,0.134,23.3,0.224,-0.068,26.1,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.95
2025-01-21,1783.3,1771.7,-11.6,0,0.0,0.12,23.9,0.246,-0.066,26.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2025-01-22,1783.3,1438.4,-344.9,1,0.0,0.12,22.7,0.274,-0.048,25.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.85
2025-01-23,1783.3,1076.2,-707.1,1,0.0,0.12,12.2,0.264,-0.037,20.0,0.92,0.9,0.91,4,0.67,0.52,0,0.97,0.96
2025-01-24,1783.3,1642.4,-140.9,0,0.0,0.12,21.3,0.264,-0.055,24.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2025-01-25,1783.3,1540.2,-243.1,1,0.0,0.12,29.1,0.262,-0.049,32.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2025-01-26,1783.3,1636.1,-147.2,0,0.0,0.12,29.5,0.235,-0.075,32.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2025-01-27,1783.3,1328.3,-455.0,1,0.0,0.12,29.9,0.28,-0.057,32.8,0.92,0.9,0.91,6,1.0,0.94,1,0.97,0.89
2025-01-28,1783.3,1339.9,-443.4,1,0.6,0.123,26.5,0.252,-0.076,29.4,0.65,0.9,0.77,6,1.0,0.94,0,0.97,0.91
2025-01-29,1783.3,1324.0,-459.3,1,0.0,0.12,21.1,0.243,-0.06,24.0,0.92,0.48,0.7,5,0.83,0.94,0,0.97,0.95
2025-01-30,1783.3,997.6,-785.7,1,0.0,0.12,21.0,0.285,-0.069,23.9,0.66,0.52,0.59,5,0.83,0.94,0,0.97,0.87
2025-01-31,1783.3,1743.8,-39.5,0,0.0,0.12,18.9,0.286,-0.042,21.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.95
2025-02-01,1783.3,1645.5,-137.8,0,0.0,0.12,19.3,0.255,-0.049,22.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2025-02-02,1783.3,1177.3,-606.0,1,0.0,0.12,28.0,0.241,-0.024,30.9,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.9
2025-02-03,1783.3,1293.5,-489.8,1,0.0,0.12,24.2,0.242,-0.055,27.1,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.99
2025-02-04,1783.3,1242.4,-540.9,1,0.0,0.12,24.1,0.252,-0.022,27.0,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.9
2025-02-05,1783.3,1509.0,-274.3,1,0.0,0.12,18.9,0.265,-0.033,21.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.85
2025-02-06,1783.3,1278.5,-504.8,1,0.0,0.12,25.7,0.233,-0.04,28.6,0.55,0.9,0.73,6,1.0,0.94,0,0.97,0.9
2025-02-07,1783.3,1122.8,-660.5,1,0.0,0.12,20.8,0.248,-0.024,23.7,0.92,0.3,0.61,6,1.0,0.94,0,0.97,0.91
2025-02-08,1783.3,1091.0,-692.3,1,0.0,0.12,20.8,0.22,-0.039,23.7,0.92,0.9,0.91,5,0.83,0.56,0,0.97,0.92
2025-02-09,1783.3,1605.3,-178.0,1,0.0,0.12,23.2,0.232,-0.035,26.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2025-02-10,1783.3,1545.1,-238.2,1,0.0,0.12,26.3,0.218,-0.049,29.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2025-02-11,1783.3,1727.2,-56.1,0,0.0,0.12,27.7,0.262,-0.077,30.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2025-02-12,1783.3,1187.6,-595.7,1,3.2,0.136,22.9,0.256,-0.058,25.7,0.92,0.35,0.63,5,0.83,0.94,0,0.96,0.91
2025-02-13,1783.3,1271.9,-511.4,1,0.0,0.12,32.5,0.289,-0.075,35.4,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.93
2025-02-14,1783.3,1500.0,-283.3,1,1.3,0.126,22.2,0.245,-0.052,25.0,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.89
2025-02-15,1783.3,1366.2,-417.1,1,1.5,0.128,20.1,0.292,-0.027,23.0,0.92,0.9,0.91,4,0.67,0.94,0,0.96,0.92
2025-02-16,1783.3,1565.1,-218.2,1,0.0,0.12,26.1,0.253,-0.041,29.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2025-02-17,1783.3,1356.4,-426.9,1,0.0,0.12,20.9,0.225,-0.045,23.8,0.59,0.9,0.74,5,0.83,0.94,0,0.97,0.91
2025-02-18,1783.3,1563.1,-220.2,1,0.0,0.12,23.0,0.27,-0.025,25.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2025-02-19,1783.3,1196.1,-587.2,1,0.0,0.12,23.1,0.272,-0.051,26.0,0.92,0.33,0.62,6,1.0,0.94,0,0.97,0.9
2025-02-20,1783.3,1646.1,-137.2,0,0.0,0.12,23.4,0.261,-0.013,26.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.9
2025-02-21,1783.3,1758.8,-24.5,0,0.0,0.12,21.7,0.269,-0.053,24.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,1.0
2025-02-22,1783.3,1196.4,-586.9,1,0.0,0.12,23.5,0.236,-0.024,26.4,0.92,0.58,0.75,5,0.83,0.63,0,0.97,0.92
2025-02-23,1783.3,1542.1,-241.2,1,0.0,0.12,22.7,0.274,-0.048,25.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.87
2025-02-24,1783.3,1474.8,-308.5,1,0.4,0.122,27.4,0.276,-0.0,30.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.87
2025-02-25,1783.3,1426.5,-356.8,1,0.0,0.12,24.2,0.251,-0.072,27.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.83
2025-02-26,1783.3,1589.5,-193.8,1,0.6,0.123,26.3,0.219,-0.031,29.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2025-02-27,1783.3,1669.9,-113.4,0,0.8,0.124,21.3,0.224,-0.006,24.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2025-02-28,1783.3,1613.0,-170.3,1,0.0,0.12,19.8,0.214,-0.035,22.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2025-03-01,1783.3,1259.8,-523.5,1,0.0,0.12,27.7,0.234,-0.048,30.6,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.91
2025-03-02,1783.3,1538.3,-245.0,1,0.1,0.12,23.0,0.27,-0.053,25.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2025-03-03,1783.3,1462.5,-320.8,1,0.0,0.12,24.6,0.255,-0.041,27.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.84
2025-03-04,1783.3,1263.7,-519.6,1,0.0,0.12,23.6,0.232,-0.059,26.5,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.9
2025-03-05,1783.3,1584.9,-198.4,1,0.0,0.12,27.1,0.23,-0.076,30.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.88
2025-03-06,1783.3,1516.8,-266.5,1,0.0,0.12,18.3,0.26,-0.071,21.2,0.92,0.9,0.91,5,0.83,0.72,0,0.97,1.0
2025-03-07,1783.3,1684.5,-98.8,0,0.0,0.12,26.7,0.273,-0.04,29.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2025-03-08,1783.3,1419.6,-363.7,1,0.0,0.12,20.1,0.254,-0.008,23.0,0.92,0.55,0.74,5,0.83,0.94,0,0.97,0.93
2025-03-09,1783.3,1293.8,-489.5,1,0.0,0.12,22.6,0.24,-0.052,25.5,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.93
2025-03-10,1783.3,1672.2,-111.1,0,0.0,0.12,24.7,0.206,-0.048,27.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2025-03-11,1783.3,1301.5,-481.8,1,4.3,0.141,30.6,0.246,-0.056,33.4,0.92,0.9,0.91,4,0.67,0.94,0,0.96,0.95
2025-03-12,1783.3,1480.1,-303.2,1,0.0,0.12,29.4,0.23,-0.035,32.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2025-03-13,1783.3,1199.8,-583.5,1,0.0,0.12,22.3,0.235,-0.026,25.2,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.86
2025-03-14,1783.3,1739.7,-43.6,0,1.3,0.127,29.2,0.266,-0.053,32.1,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.94
2025-03-15,1783.3,1317.8,-465.5,1,0.0,0.12,34.2,0.251,-0.055,37.1,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.96
2025-03-16,1783.3,1351.7,-431.6,1,0.0,0.12,23.9,0.209,-0.045,26.8,0.59,0.9,0.75,5,0.83,0.94,0,0.97,0.91
2025-03-17,1783.3,1648.0,-135.3,0,2.7,0.134,32.0,0.293,-0.031,34.9,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.92
2025-03-18,1783.3,1686.2,-97.1,0,0.0,0.12,27.1,0.269,-0.049,30.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.95
2025-03-19,1783.3,1610.8,-172.5,1,0.0,0.12,23.8,0.236,-0.058,26.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2025-03-20,1783.3,1748.9,-34.4,0,0.0,0.12,15.4,0.263,-0.049,20.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.96
2025-03-21,1783.3,1617.3,-166.0,1,2.0,0.13,30.1,0.226,-0.084,33.0,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.94
2025-03-22,1783.3,1636.8,-146.5,0,0.0,0.12,20.1,0.252,-0.031,23.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.88
2025-03-23,1783.3,1551.5,-231.8,1,0.0,0.12,27.9,0.242,-0.034,30.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2025-03-24,1783.3,1300.8,-482.5,1,0.0,0.12,21.0,0.218,-0.041,23.9,0.51,0.9,0.71,6,1.0,0.94,0,0.97,0.93
2025-03-25,1783.3,1364.8,-418.5,1,0.0,0.12,30.0,0.242,-0.075,32.9,0.92,0.46,0.69,4,0.67,0.94,0,0.97,0.97
2025-03-26,1783.3,1619.8,-163.5,1,0.0,0.12,18.3,0.243,-0.038,21.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2025-03-27,1783.3,1045.7,-737.6,1,0.0,0.12,32.3,0.247,-0.042,35.2,0.92,0.33,0.62,5,0.83,0.94,0,0.97,0.9
2025-03-28,1783.3,1589.6,-193.7,1,0.0,0.12,20.9,0.229,-0.058,23.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2025-03-29,1783.3,1693.9,-89.4,0,0.0,0.12,18.8,0.25,-0.055,21.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.97
2025-03-30,1783.3,1703.6,-79.7,0,0.0,0.12,17.8,0.279,-0.1,20.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.97
2025-03-31,1783.3,1613.1,-170.2,1,0.0,0.12,21.6,0.297,-0.057,24.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.89
2025-04-01,1783.3,1308.0,-475.3,1,0.0,0.12,33.9,0.238,-0.071,36.8,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.95
2025-04-02,1783.3,1164.1,-619.2,1,0.0,0.12,34.1,0.256,-0.051,37.0,0.92,0.34,0.63,6,1.0,0.94,0,0.97,0.89
2025-04-03,1783.3,1209.0,-574.3,1,0.0,0.12,34.7,0.256,-0.043,37.6,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.92
